Weight_up_n4,Weight_dp_n4,Weight_dn_n4,Weight_un_n4,Weight_up_n6,Weight_dp_n6,Weight_dn_n6,Weight_un_n6,Weight_up_n8,Weight_dp_n8,Weight_dn_n8,Weight_un_n8,Weight_up_n10,Weight_dp_n10,Weight_dn_n10,Weight_un_n10
0.96,6.32,2.07,0.16,0.11,8.13,2.67,0.79,0.95,0.44,1.89,1.46,3.65,10.79,4.1,0.44
0.96,6.29,2.05,0.17,0.1,8.13,2.67,0.78,0.95,1.3,1.89,1.46,3.64,10.81,4.1,0.47
0.98,6.34,2.08,0.15,0.11,8.13,2.67,0.77,0.95,1.67,1.89,1.46,3.64,10.81,4.1,0.47
0.97,6.41,2.11,0.11,0.45,8.13,2.67,0.76,0.95,1.69,1.89,1.46,3.69,10.8,4.1,0.45
0.97,6.4,2.08,0.12,0.52,8.14,2.67,0.75,0.94,1.69,1.89,1.46,3.69,10.79,4.1,0.44
0.96,6.33,2.06,0.14,0.52,8.14,2.67,0.74,0.94,1.69,1.89,1.46,3.68,10.78,4.12,0.43
0.97,6.3,2.08,0.15,0.51,8.14,2.67,0.73,0.94,1.69,1.89,1.46,3.65,10.77,4.14,0.42
0.97,6.28,2.11,0.16,0.51,8.14,2.67,0.73,0.93,1.68,1.89,1.46,3.64,10.77,4.14,0.42
0.97,6.33,2.11,0.12,0.5,8.14,2.67,0.72,0.88,1.69,1.89,1.46,3.67,10.83,4.14,0.44
0.98,6.4,2.08,0.11,0.5,8.14,2.67,0.71,0.82,1.69,1.89,1.46,3.7,11.03,4.13,0.47
0.97,6.37,2.07,0.13,0.49,8.14,2.68,0.71,0.79,1.66,1.89,1.46,3.69,11.08,4.13,0.47
0.97,6.34,2.1,0.15,0.49,8.15,2.68,0.7,0.79,1.55,1.89,1.46,3.67,11.06,4.13,0.46
0.98,6.31,2.12,0.16,0.49,8.15,2.68,0.7,0.79,1.44,1.89,1.46,3.65,11.03,4.12,0.45
0.98,6.29,2.09,0.16,0.49,8.15,2.68,0.69,0.79,1.38,1.89,1.46,3.64,10.97,4.12,0.43
0.97,6.35,2.08,0.13,0.49,8.15,2.68,0.69,0.79,1.38,1.89,1.46,3.69,10.95,4.12,0.43
0.97,6.36,2.1,0.1,0.48,8.15,2.68,0.68,0.79,1.38,1.91,1.47,3.68,10.94,4.13,0.43
0.98,6.35,2.13,0.12,0.44,8.16,2.68,0.68,0.79,1.39,2.18,1.47,3.66,10.92,4.15,0.45
0.97,6.33,2.12,0.15,0.41,8.16,2.68,0.67,0.79,1.39,2.72,1.47,3.65,10.91,4.16,0.48
0.97,6.3,2.09,0.16,0.4,8.16,2.68,0.67,0.79,1.4,2.93,1.47,3.65,10.89,4.15,0.48
0.98,6.34,2.08,0.15,0.39,8.19,2.68,0.67,0.79,1.4,2.94,1.47,3.71,10.88,4.15,0.46
0.98,6.43,2.1,0.11,0.4,10.36,2.68,0.67,0.79,1.4,2.91,1.47,3.71,10.87,4.15,0.45
0.98,6.42,2.13,0.11,0.4,10.74,2.69,0.66,0.79,1.4,2.8,1.47,3.69,10.84,4.14,0.44
0.98,6.35,2.1,0.13,0.4,10.69,2.69,0.66,0.79,1.4,2.82,1.47,3.68,10.82,4.14,0.43
0.98,6.32,2.09,0.14,0.4,10.66,2.69,0.65,0.79,1.4,2.83,1.47,3.65,10.81,4.14,0.43
0.97,6.29,2.11,0.15,0.4,10.63,2.69,0.65,0.79,1.4,2.84,1.47,3.66,10.79,4.14,0.45
0.97,6.29,2.14,0.11,0.4,10.4,2.69,0.65,0.79,1.4,2.85,1.47,3.7,10.79,4.14,0.48
0.99,6.34,2.12,0.1,0.4,10.13,2.69,0.65,0.79,1.4,2.86,1.47,3.7,10.79,4.17,0.49
0.99,6.36,2.1,0.12,0.4,10.12,2.69,0.64,0.79,1.4,2.87,1.47,3.69,10.79,4.18,0.47
0.99,6.35,2.09,0.13,0.4,10.16,2.69,0.64,0.79,1.4,2.89,1.47,3.67,10.78,4.17,0.55
0.98,6.33,2.11,0.15,0.4,10.2,2.69,0.64,0.79,1.41,2.89,1.52,3.65,10.78,4.17,1.15
0.98,6.31,2.13,0.15,0.4,10.2,2.69,0.64,0.79,1.41,2.88,1.82,3.66,11.01,4.16,2.16
0.99,6.38,2.1,0.25,0.4,10.21,2.69,0.63,0.79,1.41,2.89,2.38,3.72,10.99,4.16,2.15
0.98,6.42,2.09,0.69,0.4,10.21,2.69,0.62,0.79,1.41,2.89,2.62,3.71,10.98,4.16,2.09
0.98,6.39,2.12,0.76,0.4,10.22,2.69,0.51,0.79,1.41,2.89,2.64,3.69,10.96,4.15,1.95
0.98,6.36,2.14,0.72,0.4,10.22,2.69,0.27,0.79,1.41,2.89,2.6,3.67,11.33,4.15,1.91
0.98,6.33,2.12,0.65,0.4,10.23,2.69,0.3,0.79,1.41,2.89,2.46,3.66,12.97,4.15,1.92
0.98,6.3,2.1,0.62,0.4,10.23,2.69,0.28,0.79,1.41,2.89,2.48,3.65,13.66,4.16,1.94
0.98,6.35,2.11,0.62,0.4,10.24,2.69,0.2,0.79,1.41,2.89,2.49,3.66,13.61,4.18,1.95
0.98,6.38,2.14,0.61,0.4,10.24,2.69,0.11,0.79,1.41,2.89,2.51,3.67,13.52,4.22,2.05
0.98,6.32,2.12,0.63,0.4,10.25,2.71,0.13,0.79,1.41,2.89,2.52,3.66,13.46,4.36,2.13
0.98,6.32,2.1,0.73,0.4,10.25,2.89,0.14,0.78,1.41,2.9,2.56,3.7,13.16,4.6,2.1
0.99,6.38,2.11,0.72,0.4,10.25,3.29,0.15,0.78,1.41,2.9,2.6,3.72,12.92,4.79,2.08
0.99,6.38,2.14,0.69,0.4,10.26,3.52,0.15,0.78,1.41,2.9,2.61,3.7,12.95,4.89,2.07
0.99,6.35,2.14,0.68,0.4,10.26,3.55,0.16,0.78,1.41,2.9,2.6,3.69,12.97,4.98,2.07
0.99,6.33,2.12,0.67,0.4,10.26,3.54,0.16,0.78,1.41,2.9,2.59,3.67,12.96,5,2.07
0.99,6.37,2.1,0.71,0.4,10.27,3.46,0.16,0.78,1.41,2.9,2.6,3.65,12.98,5.02,2.07
0.99,6.38,2.13,0.75,0.4,10.27,3.46,0.16,0.86,1.42,2.9,2.6,3.67,12.99,5.04,2.06
0.99,6.36,2.52,0.73,0.4,10.28,3.48,0.17,1.22,1.74,2.9,2.6,3.7,12.99,5.05,2.08
0.99,6.33,2.66,0.71,0.4,10.28,3.49,0.17,1.4,2.75,2.9,2.6,3.67,13.01,5.05,2.17
1,6.4,2.67,0.69,0.4,10.28,3.5,0.17,1.41,3.12,2.9,2.6,3.67,13.2,5.05,2.15
1,6.39,2.65,0.74,0.39,10.28,3.51,0.17,1.4,3.13,2.91,2.61,3.7,13.32,5.05,2.13
0.99,6.36,2.64,0.76,0.39,10.29,3.54,0.17,1.4,3.12,2.91,2.61,3.7,13.3,5.05,2.12
0.99,6.33,2.63,0.73,0.39,10.29,3.56,0.18,1.4,3.12,2.91,2.61,3.68,13.27,5.05,2.11
0.99,6.34,2.65,0.71,0.39,10.29,3.55,0.18,1.4,3.12,2.91,2.61,3.67,13.23,5.05,2.1
0.99,6.42,2.7,0.69,0.39,10.3,3.55,0.18,1.37,3.08,2.91,2.62,3.7,13.2,5.05,2.09
0.99,6.42,2.7,0.7,0.39,10.3,3.56,0.18,1.31,2.9,2.91,2.62,3.7,13.17,5.05,2.11
0.99,6.36,2.66,0.76,0.39,10.3,3.56,0.18,1.27,2.75,2.91,2.62,3.69,13.16,5.05,2.19
0.99,6.33,2.66,0.75,0.39,10.31,3.56,0.18,1.27,2.72,2.91,2.62,3.69,13.14,5.05,2.16
1.01,6.32,2.7,0.73,0.39,10.31,3.57,0.18,1.28,2.74,2.91,2.62,3.71,13.13,5.05,2.14
1.01,6.36,2.72,0.7,0.39,10.31,3.57,0.18,1.28,2.76,2.91,2.62,3.72,13.11,5.06,2.13
0.99,6.38,2.71,0.74,0.4,10.31,3.57,0.19,1.28,2.76,2.91,2.62,4,13.09,5.07,2.13
1.08,6.37,2.69,0.77,0.53,10.31,3.57,0.19,1.28,2.76,2.91,2.63,4.39,13.08,5.08,2.12
1.23,6.36,2.68,0.74,0.91,10.32,3.58,0.19,1.28,2.76,2.91,2.63,4.42,13.06,5.08,2.12
1.25,6.34,2.7,0.72,1.03,10.32,3.58,0.19,1.28,2.76,2.92,2.63,4.39,13.07,5.09,2.18
1.24,6.34,2.72,0.7,1.02,10.32,3.58,0.19,1.28,2.76,2.92,2.63,4.36,13.06,5.1,2.21
1.23,6.44,2.7,0.73,1.01,10.32,3.58,0.19,1.28,2.76,2.92,2.63,4.34,13.14,5.1,2.16
1.22,6.41,2.68,0.78,1,10.33,3.58,0.19,1.28,2.76,2.92,2.63,4.3,13.25,5.11,2.15
1.21,6.38,2.69,0.73,1,10.33,3.58,0.19,1.29,2.77,2.92,2.63,4.28,13.26,5.11,2.14
1.2,6.35,2.73,0.71,0.98,10.33,3.59,0.19,1.29,2.77,2.92,2.63,4.27,13.24,5.12,2.13
1.22,6.32,2.74,0.7,0.91,10.33,3.59,0.2,1.29,2.77,2.92,2.64,4.26,13.23,5.13,2.13
1.23,6.36,2.72,0.75,0.85,10.33,3.59,0.4,1.29,2.77,2.92,2.64,4.26,13.21,5.13,2.16
1.23,6.41,2.7,0.78,0.84,10.34,3.59,1.03,1.29,2.77,2.92,2.64,4.26,13.2,5.13,2.22
1.23,6.39,2.69,0.76,0.84,10.34,3.6,1.44,1.29,2.77,2.92,2.64,4.27,13.16,5.12,2.22
1.23,6.34,2.75,0.73,0.84,10.34,3.6,1.41,1.29,2.77,2.92,2.64,4.31,13.14,5.12,2.17
1.23,6.42,2.73,0.71,0.84,10.34,3.6,1.3,1.29,2.77,2.92,2.64,4.29,13.13,5.11,2.16
1.23,6.47,2.71,0.72,0.84,10.34,3.6,1.23,1.29,2.77,2.92,2.64,4.29,13.11,5.11,2.15
1.23,6.44,2.7,0.78,0.85,10.35,3.6,1.24,1.29,2.77,2.93,2.64,4.32,13.11,5.11,2.14
1.24,6.41,2.72,0.75,0.85,10.35,3.6,1.26,1.29,2.77,2.93,2.64,4.32,13.24,5.1,2.14
1.23,6.38,2.75,0.73,0.85,10.35,3.61,1.27,1.29,2.77,2.93,2.64,4.3,13.33,5.1,2.19
1.24,6.35,2.74,0.71,0.85,10.35,3.61,1.28,1.29,2.77,2.93,2.64,4.31,13.31,5.1,2.24
1.25,6.32,2.72,0.73,0.84,10.36,3.61,1.31,1.29,2.78,2.93,2.65,4.35,13.29,5.1,2.22
1.24,6.33,2.72,0.78,0.84,10.36,3.61,1.36,1.29,2.78,2.93,2.65,4.34,13.26,5.11,2.24
1.25,6.42,2.76,0.78,0.84,10.36,3.61,1.35,1.29,2.78,2.93,2.65,4.32,13.24,5.11,3.42
1.25,6.46,2.75,0.75,0.84,10.36,3.61,1.34,1.29,2.78,2.93,2.65,4.29,13.23,5.12,3.85
1.24,6.43,2.73,0.71,0.84,10.36,3.61,1.33,1.3,2.78,2.93,2.65,4.33,13.21,5.12,3.87
1.25,6.4,2.71,0.75,0.84,10.36,3.62,1.34,1.29,2.78,2.93,2.65,4.36,13.19,5.12,3.83
1.24,6.37,2.71,0.79,0.84,10.36,3.62,1.34,1.29,2.78,2.93,2.65,4.34,13.17,5.13,3.74
1.24,6.34,2.75,0.76,0.84,10.37,3.62,1.34,1.3,2.78,2.93,2.65,4.32,13.16,5.14,3.68
1.26,6.34,2.76,0.74,0.84,10.37,3.62,1.34,1.3,2.78,2.93,2.65,4.3,13.14,4.88,3.67
1.25,6.43,2.74,0.72,0.84,10.37,3.62,1.34,1.3,2.78,2.94,2.65,4.3,13.15,3.02,3.68
1.24,6.6,2.71,0.74,0.84,10.38,3.63,1.34,1.3,2.78,2.93,2.65,4.32,13.33,1.11,3.68
1.25,7.64,2.74,0.79,0.84,10.39,3.69,1.34,1.3,2.78,2.94,2.65,4.31,13.41,0.68,3.75
1.26,8.23,2.77,0.78,0.84,10.39,3.93,1.35,1.3,2.78,2.94,2.65,4.34,13.39,0.59,3.85
1.25,8.18,2.76,0.73,0.84,10.39,4.23,1.35,1.3,2.78,2.94,2.65,4.37,13.36,0.54,3.86
1.26,8.11,2.73,0.72,0.84,10.39,4.36,1.35,1.3,2.78,2.94,2.65,4.35,13.33,0.47,3.83
1.25,8.05,2.71,0.75,0.84,10.39,4.37,1.35,1.3,2.8,2.94,2.66,4.33,13.32,0.44,3.81
1.26,8,2.73,0.8,0.84,10.4,4.37,1.35,1.3,3.37,2.94,2.72,4.32,13.95,0.42,3.8
1.26,7.96,2.76,0.78,0.84,10.4,4.36,1.35,1.3,4.38,2.94,3.01,4.3,15.62,0.41,3.8
1.26,7.92,2.75,0.75,0.84,10.4,4.37,1.35,1.3,4.56,2.96,3.55,4.32,15.92,0.39,3.79
1.26,7.85,2.73,0.73,0.84,10.4,4.38,1.35,1.3,4.56,3.17,3.87,4.34,15.86,0.38,3.78
1.26,7.82,2.72,0.72,0.84,10.4,4.39,1.35,1.3,4.55,3.62,3.92,4.31,15.82,0.37,3.81
1.27,7.81,2.75,0.8,0.84,10.4,4.39,1.35,1.67,4.54,3.86,3.91,4.34,15.79,0.35,3.88
1.28,7.82,2.78,0.77,0.84,10.4,4.4,1.35,1.89,4.53,3.89,3.86,4.37,15.69,0.34,3.88
1.26,7.82,2.83,0.75,0.84,10.41,4.41,1.35,1.9,4.54,3.88,3.82,4.35,15.45,0.33,3.85
1.26,7.87,2.95,0.73,0.84,10.41,4.42,1.36,1.9,4.52,3.82,3.84,4.33,15.37,0.32,3.84
1.27,7.92,3.09,0.73,0.84,10.41,4.43,1.36,1.89,4.42,3.79,3.86,4.32,15.38,0.31,3.83
1.27,7.89,3.19,0.78,0.84,10.41,4.43,1.36,1.89,4.29,3.81,3.87,4.32,15.42,0.3,3.82
1.26,7.85,3.26,0.8,0.84,10.41,4.43,1.36,1.9,4.27,3.82,3.88,4.35,15.43,0.3,3.81
1.26,7.95,3.28,0.77,0.84,10.41,4.44,1.36,1.89,4.27,3.83,3.89,4.34,15.44,0.29,3.84
1.26,7.95,3.29,0.75,0.84,10.42,4.44,1.36,1.83,4.28,3.85,3.89,4.33,15.45,0.29,3.9
1.27,7.91,3.3,0.73,0.84,10.42,4.45,1.36,1.79,4.29,3.88,3.91,4.36,15.45,0.28,3.89
1.27,7.88,3.3,0.79,0.92,10.42,4.45,1.36,1.79,4.3,3.9,3.94,4.36,15.45,0.27,3.87
1.27,7.87,3.3,0.79,1.26,10.42,4.45,1.36,1.79,4.3,3.89,3.96,4.34,15.47,0.27,3.85
1.27,7.92,3.3,0.76,1.42,10.42,4.46,1.36,1.79,4.3,3.89,3.96,4.33,15.48,0.26,3.84
1.27,7.93,3.29,0.73,1.41,10.42,4.46,1.36,1.79,4.3,3.89,3.96,4.36,15.6,0.26,3.83
1.28,7.9,3.3,0.72,1.41,10.42,4.46,1.54,1.79,4.31,3.9,3.95,4.38,15.78,0.25,3.82
1.27,7.92,3.3,0.76,1.4,10.42,4.47,2.11,1.79,4.31,3.9,3.95,4.36,15.74,0.25,3.86
1.27,7.93,3.31,0.8,1.39,10.43,4.47,2.6,1.8,4.31,3.91,3.96,4.32,15.71,0.25,3.91
1.28,7.89,3.31,0.75,1.38,10.43,4.47,2.69,1.8,4.31,3.91,3.96,4.34,15.68,0.24,3.9
1.28,7.91,3.32,0.73,1.34,10.43,4.47,2.67,1.8,4.31,3.91,3.96,4.39,15.65,0.24,3.87
1.28,7.98,3.33,0.74,1.29,10.43,4.48,2.6,1.8,4.31,3.91,3.96,4.38,15.64,0.23,3.86
1.28,7.97,3.33,0.8,1.29,10.43,4.48,2.51,1.8,4.32,3.92,3.97,4.36,15.62,0.23,3.85
1.27,7.93,3.34,0.79,1.29,10.43,4.49,2.51,1.8,4.32,3.92,3.97,4.34,15.6,0.22,3.84
1.28,7.89,3.34,0.76,1.29,10.43,4.49,2.54,1.8,4.32,3.92,3.97,4.32,15.56,0.22,3.83
1.29,7.87,3.34,0.74,1.29,10.43,4.5,2.55,1.8,4.32,3.92,3.97,4.34,15.54,0.22,3.85
1.28,7.96,3.33,0.72,1.29,10.43,4.5,2.56,1.8,4.32,3.93,3.98,4.39,15.52,0.22,3.92
1.27,7.93,3.33,0.75,1.29,10.44,4.5,2.6,1.8,4.32,3.93,3.98,4.36,15.52,0.21,3.89
1.28,7.89,3.32,0.79,1.29,10.44,4.5,2.64,1.81,4.32,3.93,3.98,4.34,15.52,0.21,3.87
1.28,7.9,3.32,0.76,1.29,10.44,4.5,2.64,1.81,4.32,3.93,3.98,4.32,15.51,0.21,3.86
1.27,7.99,3.33,0.74,1.29,10.44,4.51,2.63,1.81,4.32,3.94,3.98,4.34,15.51,0.2,3.86
1.02,7.99,3.33,0.72,1.29,10.44,4.51,2.62,1.81,4.32,3.94,3.98,4.39,15.66,0.2,3.84
0.52,7.95,3.34,0.76,1.29,10.44,4.51,2.62,1.81,4.33,3.94,3.99,4.38,15.78,0.2,3.84
0.34,7.92,3.35,0.81,1.29,10.44,4.51,2.62,1.81,4.32,3.94,3.99,4.36,15.73,0.2,3.88
0.3,7.92,3.35,0.79,1.29,10.44,4.52,2.63,1.81,4.33,3.94,3.99,4.34,15.71,0.19,3.92
0.27,7.96,3.36,0.76,1.29,10.45,4.52,2.63,1.81,4.33,3.95,3.99,4.35,15.69,0.19,3.9
0.26,7.93,3.36,0.73,1.29,10.14,4.52,2.63,1.81,4.33,3.95,3.99,4.38,15.67,0.19,3.88
0.24,7.91,3.37,0.77,1.29,6.09,4.52,2.63,1.81,4.33,3.95,3.99,4.37,15.65,0.19,3.87
0.22,7.95,3.37,0.81,1.29,0.59,4.52,2.63,1.81,4.33,3.95,3.99,4.2,15.63,0.18,3.86
0.21,7.99,3.36,0.78,1.29,0.55,4.52,2.63,1.81,4.34,3.95,4,2.75,15.61,0.18,3.85
0.2,7.96,3.35,0.75,1.29,0.69,4.53,2.63,1.81,4.35,3.96,4,1.1,15.59,0.18,3.85
0.2,7.93,3.34,0.73,1.29,0.83,4.53,2.63,1.81,4.35,4.32,4,0.78,15.57,0.18,3.9
0.19,7.89,3.33,0.73,1.29,0.86,4.53,2.64,1.81,4.35,4.65,4,0.71,15.53,0.18,3.94
0.18,7.96,3.33,0.79,1.29,0.9,4.53,2.64,1.81,4.35,4.78,4,0.67,15.53,0.18,3.9
0.18,7.96,3.34,0.8,1.29,0.92,4.53,2.64,1.81,4.35,4.8,4,0.6,15.66,0.17,3.88
0.17,7.92,3.35,0.75,1.29,0.95,4.53,2.64,1.81,4.35,4.8,4,0.57,15.85,0.17,3.87
0.17,7.9,3.35,0.73,1.29,0.97,4.53,2.64,1.82,4.35,4.78,4,0.55,15.84,0.17,3.86
0.16,7.94,3.36,0.76,1.29,0.98,4.54,2.64,1.82,4.35,4.78,4.01,0.53,15.81,0.17,3.85
0.16,7.97,3.36,0.81,1.29,1,4.54,2.64,1.82,4.35,4.79,4.01,0.52,15.77,0.17,3.87
0.15,7.94,3.37,0.79,1.28,1.03,4.54,2.64,1.82,4.35,4.81,4.01,0.5,15.74,0.17,3.93
0.15,7.91,3.38,0.77,1.28,1.04,4.54,2.64,1.82,4.35,4.83,4.01,0.49,15.69,0.3,3.94
0.15,7.99,3.38,0.92,1.28,1.05,4.54,2.64,1.82,4.35,4.84,4.01,0.47,15.67,0.89,3.92
0.15,8.01,3.39,1.37,1.28,1.06,4.55,2.65,1.82,4.35,4.84,4.01,0.46,15.65,1.44,3.89
0.14,7.98,3.38,1.68,1.28,1.07,4.6,2.65,1.82,4.36,4.85,4.01,0.44,15.63,1.52,3.88
0.14,7.94,3.37,1.64,1.28,1.08,4.77,2.65,1.82,4.36,4.85,4.01,0.43,15.61,1.5,3.87
0.14,7.91,3.36,1.61,1.28,1.08,4.96,2.65,1.82,4.72,4.86,4.01,0.42,15.59,1.3,3.86
0.13,7.9,3.36,1.59,1.28,1.09,5.08,2.65,1.82,6.25,4.87,4.01,0.41,15.58,1.29,3.88
0.13,7.99,3.35,1.57,1.28,1.1,5.18,2.65,1.82,6.95,4.88,4.01,0.4,15.57,1.3,3.94
0.13,8.02,3.36,1.55,1.28,1.11,5.21,2.65,1.82,6.94,4.89,4.01,0.4,15.56,1.32,3.95
0.13,7.98,3.31,1.55,1.28,1.12,5.23,2.65,1.82,6.91,4.9,4.01,0.39,15.65,1.32,3.93
0.12,7.91,2.54,1.62,1.28,1.12,5.25,2.65,1.82,6.89,4.9,4.02,0.38,15.84,1.32,4.15
0.12,7.9,1.15,1.68,1.28,1.13,5.26,2.65,1.83,6.86,4.9,4.02,0.37,15.85,1.33,4.74
0.12,7.99,0.71,1.63,1.28,1.13,5.26,2.65,2.19,6.63,4.9,4.02,0.36,15.82,1.33,5.23
0.12,8.02,0.64,1.6,1.28,1.14,5.27,2.65,2.39,6.3,4.9,4.02,0.36,15.78,1.35,5.34
0.18,7.99,0.61,1.59,1.28,1.14,5.28,2.65,2.4,6.31,4.91,4.02,0.35,15.76,1.36,5.32
0.21,7.95,0.59,1.64,1.28,1.15,5.29,2.65,2.4,6.32,4.91,4.02,0.35,15.74,1.35,5.3
0.21,7.92,0.57,1.68,1.28,1.16,5.29,2.66,2.4,6.32,4.92,4.02,0.34,15.72,1.35,5.29
0.21,7.9,0.55,1.66,1.28,1.16,5.3,3,2.4,6.32,4.92,4.02,0.34,15.68,1.35,5.28
0.21,7.97,0.54,1.63,1.28,1.17,5.3,3.5,2.4,6.32,4.92,4.02,0.33,15.66,1.34,5.28
0.21,7.94,0.53,1.61,1.28,1.17,5.3,3.79,2.4,6.32,4.92,4.02,0.33,15.64,1.34,5.27
0.2,7.94,0.52,1.67,1.53,1.17,5.31,3.82,2.37,6.33,4.93,4.02,0.32,15.62,1.34,5.27
0.2,7.98,0.52,1.69,1.84,1.18,5.31,3.81,2.31,6.33,4.93,4.02,0.32,15.61,1.34,5.26
0.2,7.96,0.51,1.66,1.88,1.17,5.32,3.79,2.31,6.33,4.93,4.02,0.31,15.59,1.34,5.27
0.2,7.93,0.51,1.63,1.87,0.87,5.32,3.76,2.32,6.33,4.93,4.03,0.31,15.6,1.34,5.33
0.19,7.93,0.5,1.61,1.86,0.2,5.33,3.75,2.32,6.33,4.93,4.03,0.31,15.77,1.34,5.39
0.19,7.97,0.5,1.65,1.85,0.13,5.33,3.76,2.32,6.34,4.94,4.03,0.3,15.88,1.34,5.38
0.19,7.54,0.49,1.69,1.85,0.18,5.33,3.78,2.33,6.35,4.94,4.03,0.3,15.82,1.36,5.36
0.19,1.33,0.49,1.67,1.82,0.18,5.34,3.79,2.33,6.35,4.94,4.03,0.3,15.79,1.37,5.34
0.19,0.89,0.48,1.64,1.72,0.18,5.34,3.8,2.33,6.35,4.94,4.03,0.29,15.77,1.37,5.33
0.18,0.82,0.48,1.65,1.73,0.18,5.34,3.8,2.33,6.35,4.94,4.03,0.29,15.75,1.36,5.32
0.18,0.78,0.48,1.7,1.74,0.18,5.34,3.81,2.33,6.35,4.96,4.03,0.28,15.73,1.35,5.31
0.18,0.76,0.47,1.68,1.74,0.17,5.35,3.81,2.33,6.35,5.08,4.03,0.28,15.7,1.34,5.31
0.18,0.73,0.47,1.65,1.74,0.17,5.35,3.81,2.34,6.36,5.29,4.03,0.28,15.68,1.34,5.37
0.18,0.72,0.47,1.62,1.74,0.17,5.35,3.82,2.34,6.36,5.56,4.03,0.28,15.66,1.34,5.42
0.18,0.7,0.47,1.64,1.74,0.17,5.36,3.84,2.34,6.36,5.61,4.03,0.28,14.61,1.34,5.41
0.18,0.67,0.46,1.69,1.74,0.17,5.36,3.85,2.34,6.36,5.65,4.03,0.48,7.44,1.34,5.38
0.19,0.66,0.46,1.69,1.75,0.17,5.36,3.85,2.34,6.36,5.67,4.03,0.88,0.95,1.34,5.36
0.19,0.65,0.46,1.63,1.74,0.17,5.36,3.85,2.34,6.36,5.69,4.03,0.97,0.16,1.34,5.35
0.19,0.64,0.45,1.63,1.75,0.17,5.36,3.85,2.34,6.36,5.71,4.03,0.96,0.25,1.34,5.34
0.19,0.64,0.45,1.68,1.75,0.17,5.37,3.85,2.34,6.37,5.73,4.04,0.95,0.31,1.35,5.33
0.18,0.63,0.45,1.71,1.74,0.17,5.37,3.85,2.34,6.36,5.74,4.04,0.95,0.36,1.36,5.35
0.18,0.62,0.45,1.68,1.74,0.17,5.37,3.85,2.35,6.37,5.75,4.07,0.94,0.39,1.36,5.41
0.18,0.61,0.45,1.65,1.75,0.17,5.37,3.85,2.35,6.37,5.76,4.21,0.93,0.43,1.35,5.43
0.18,0.61,0.45,1.62,1.74,0.16,5.38,3.85,2.35,6.37,5.76,4.55,0.93,0.45,1.36,5.41
0.18,0.6,0.49,1.64,1.75,0.16,5.38,3.85,2.35,6.37,5.76,4.88,0.92,0.46,1.56,5.39
0.18,0.59,0.74,1.7,1.74,0.16,5.38,3.85,2.35,6.37,5.77,5.07,0.92,0.47,2.15,5.37
0.18,0.59,1.02,1.67,1.74,0.16,5.38,3.85,2.35,6.37,5.77,5.17,0.91,0.48,2.51,5.36
0.17,0.58,1.07,1.64,1.74,0.16,5.38,3.86,2.35,6.37,5.78,5.22,0.91,0.48,2.53,5.34
0.17,0.58,1.05,1.63,1.74,0.16,5.39,3.86,2.35,6.37,5.78,5.26,0.91,0.49,2.41,5.34
0.18,0.57,1.03,1.67,1.74,0.16,5.39,3.86,2.35,6.37,5.78,5.32,0.89,0.5,2.35,5.38
0.18,0.57,1,1.71,1.74,0.16,5.39,3.86,2.35,6.37,5.78,5.35,0.87,0.5,2.36,5.44
0.18,0.56,0.98,1.69,1.74,0.16,5.39,3.86,2.35,6.37,5.79,5.36,0.85,0.51,2.38,5.44
0.17,0.56,0.97,1.66,1.74,0.16,5.39,3.86,2.35,6.38,5.79,5.36,0.84,0.51,2.39,5.41
0.17,0.55,0.98,1.63,1.74,0.16,5.4,3.86,2.35,6.38,5.79,5.37,0.84,0.51,2.4,5.39
0.17,0.55,1.02,1.64,1.74,0.16,5.4,3.86,2.36,6.38,5.8,5.37,0.84,0.52,2.44,5.37
0.17,0.56,1.03,1.71,1.74,0.16,5.34,3.86,2.36,6.38,5.8,5.37,0.84,0.52,2.47,5.36
0.18,0.84,1.02,1.68,1.74,0.16,4.34,3.86,2.36,6.71,5.8,5.37,0.84,0.52,2.45,5.35
0.18,1.27,1,1.65,1.74,0.16,2.32,3.86,2.36,8.3,5.8,5.38,0.84,0.52,2.45,5.37
0.18,1.35,0.99,1.63,1.74,0.16,1.47,3.86,2.36,9.11,5.8,5.38,0.84,0.53,2.44,5.43
0.18,1.35,0.98,1.66,1.74,0.16,1.42,3.87,2.36,9.1,5.81,5.38,0.84,0.53,2.44,5.45
0.18,1.34,1.03,1.71,1.74,0.16,1.38,3.87,2.36,9.06,5.81,5.39,0.83,0.53,2.44,5.43
0.17,1.32,1.03,1.7,1.74,0.16,1.36,3.87,2.36,9.04,5.81,5.39,0.83,0.53,2.45,5.41
0.17,1.31,1.01,1.66,1.74,0.16,1.33,3.88,2.36,9.02,5.81,5.39,0.84,0.53,2.45,5.39
0.17,1.3,1,1.64,1.74,0.16,1.31,3.98,2.36,8.81,5.81,5.39,0.88,0.53,2.45,5.41
0.17,1.3,0.99,1.7,1.74,0.16,1.3,4.26,2.36,8.54,5.82,5.4,0.88,0.53,2.45,5.65
0.17,1.29,0.99,1.72,1.74,0.16,1.28,4.58,2.36,8.52,5.82,5.4,0.88,0.53,2.45,6.06
0.17,1.28,1.02,1.69,1.74,0.16,1.27,4.76,2.36,8.53,5.82,5.4,0.88,0.53,2.45,6.41
0.17,1.27,1.03,1.66,1.81,0.16,1.25,4.83,2.36,8.54,5.79,5.4,0.87,0.53,2.45,6.58
