Weight_up_n4,Weight_dp_n4,Weight_dn_n4,Weight_un_n4,Weight_up_n6,Weight_dp_n6,Weight_dn_n6,Weight_un_n6,Weight_up_n8,Weight_dp_n8,Weight_dn_n8,Weight_un_n8,Weight_up_n10,Weight_dp_n10,Weight_dn_n10,Weight_un_n10
0.46,1.3,,2.5,3.05,0.93,,,0.94,12.97,,1.42,0.84,15.37,,0.91
0.46,1.3,,2.47,3.05,0.93,,,0.94,12.98,,1.42,0.84,15.36,,0.9
0.45,1.29,,2.44,3.05,0.93,,,0.94,12.99,,1.42,0.84,15.4,,0.9
0.45,1.28,,2.46,3.05,0.93,,,0.94,12.99,,1.42,0.83,15.42,,0.89
0.45,1.27,,2.52,3.05,0.92,,,0.93,13,,1.43,0.83,15.44,,0.89
0.45,1.26,,2.52,3.05,0.86,,,0.93,13.02,,1.47,0.83,15.43,,0.88
0.45,1.26,,2.49,3.05,0.76,,,0.93,13.02,,1.76,0.83,15.43,,0.87
0.45,1.25,,2.46,3.05,0.73,,,0.93,13.03,,2.33,0.83,15.6,,0.87
0.45,1.25,,2.44,3.05,0.75,,,0.93,13.03,,2.63,0.83,15.78,,0.86
0.46,1.25,,2.46,3.05,0.75,,,0.93,13.04,,2.6,0.83,15.77,,0.86
0.47,1.25,,2.52,3.05,0.75,,,0.93,13.04,,2.51,0.83,15.72,,0.85
0.47,1.25,,2.52,3.05,0.76,,,0.93,13.05,,2.47,0.83,15.68,,0.85
0.46,1.25,,2.46,3.05,0.76,,,0.94,13.05,,2.48,0.83,15.62,,0.85
0.46,1.31,,2.45,3.05,0.76,,,0.93,13.06,,2.49,0.83,15.6,,0.84
0.46,1.33,,2.49,3.05,0.76,,,0.93,13.07,,2.51,0.83,15.58,,0.84
0.46,1.32,,2.53,3.05,0.76,,,0.93,13.09,,2.52,0.87,15.56,,0.83
0.46,1.32,,2.52,3.05,0.76,,,0.93,13.1,,2.54,1.13,15.54,,0.83
0.46,1.31,,2.49,3.05,0.76,,,0.93,13.1,,2.61,1.31,15.52,,0.83
0.46,1.3,,2.46,3.05,0.76,,,0.93,13.1,,2.61,1.32,15.5,,0.82
0.46,1.3,,2.47,3.05,0.77,,,0.94,13.11,,2.6,1.32,15.48,,0.82
0.46,1.29,,2.54,3.05,0.77,,,1.1,13.11,,2.6,1.31,15.47,,0.82
0.46,1.27,,2.51,3.05,0.77,,,1.47,13.11,,2.6,1.3,15.47,,0.81
0.46,1.27,,2.48,3.05,0.77,,,1.56,13.12,,2.6,1.3,15.46,,0.81
0.46,1.26,,2.46,3.05,0.77,,,1.56,13.13,,2.6,1.29,15.46,,0.81
0.46,1.25,,2.48,3.05,0.77,,,1.56,13.13,,2.6,1.29,15.52,,0.81
0.46,1.25,,2.53,3.05,0.77,,,1.56,13.13,,2.61,1.28,15.55,,0.8
0.46,1.29,,2.54,3.05,0.77,,,1.56,13.13,,2.61,1.24,15.55,,0.8
0.46,1.3,,2.51,3.05,0.77,,,1.55,13.14,,2.61,1.18,15.53,,0.8
0.46,1.3,,2.48,3.05,0.77,,,1.48,13.14,,2.61,1.18,15.52,,0.79
0.46,1.29,,2.48,3.05,0.77,,,1.42,13.14,,2.61,1.19,15.52,,0.79
0.46,1.28,,2.53,3.05,0.78,,,1.41,13.15,,2.61,1.19,15.68,,0.79
0.46,1.27,,2.55,3.05,0.78,,,1.41,13.15,,2.62,1.19,15.79,,0.79
0.46,1.26,,2.52,3.05,0.78,,,1.42,13.15,,2.62,1.19,15.76,,0.79
0.46,1.27,,2.48,3.05,0.78,,,1.42,13.16,,2.62,1.19,15.73,,0.78
0.46,1.31,,2.46,3.05,0.78,,,1.42,13.16,,2.62,1.2,15.69,,0.78
0.46,1.32,,2.47,3.05,0.78,,,1.42,13.16,,2.62,1.26,15.67,,0.78
0.46,1.31,,2.52,3.05,0.78,,,1.43,13.16,,2.62,1.25,15.64,,0.78
0.46,1.31,,2.52,3.05,0.78,,,1.43,13.17,,2.62,1.25,15.6,,0.77
0.46,1.29,,2.48,3.05,0.78,,,1.42,13.17,,2.63,1.24,15.58,,0.77
0.46,1.29,,2.47,3.05,0.78,,,1.43,13.17,,2.63,1.24,15.56,,0.77
0.46,1.28,,2.5,3.05,0.78,,,1.43,13.18,,2.63,1.23,15.55,,0.77
0.46,1.27,,2.54,3.05,0.78,,,1.43,13.18,,2.63,1.22,15.54,,0.76
0.46,1.26,,2.53,3.02,0.78,,,1.43,13.18,,2.63,1.22,15.52,,0.76
0.46,1.27,,2.5,2.3,0.78,,,1.43,13.18,,2.63,1.21,15.51,,0.76
0.46,1.3,,2.51,0.64,0.79,,,1.43,13.18,,2.63,1.21,15.51,,0.76
0.46,1.31,,2.66,0.1,0.79,,,1.43,13.18,,2.64,1.25,15.6,,0.76
0.46,1.3,,3.04,0.11,0.79,,,1.43,13.19,,2.67,1.27,15.68,,0.76
0.46,1.29,,3.11,0.12,0.79,,,1.43,13.19,,2.86,1.27,15.66,,0.76
0.46,1.28,,3.14,0.12,0.79,,,1.43,13.19,,3.34,1.26,15.64,,0.76
0.46,1.28,,3.16,0.12,0.79,,,1.43,13.2,,3.76,1.25,15.62,,0.75
0.46,1.27,,3.17,0.13,0.79,,,1.43,13.2,,3.88,1.25,15.6,,0.75
0.46,1.31,,3.17,0.13,0.79,,,1.43,13.2,,3.89,1.24,15.58,,0.75
0.46,1.34,,3.18,0.14,0.79,,,1.43,13.2,,3.89,1.24,15.56,,0.75
0.46,1.33,,3.18,0.14,0.79,,,1.43,13.2,,3.89,1.22,15.54,,0.75
0.47,1.33,,3.18,0.14,0.79,,,1.43,13.2,,3.89,1.22,15.7,,0.75
0.58,1.31,,3.18,0.15,0.79,,,1.43,13.21,,3.89,1.21,15.71,,0.74
0.67,1.3,,3.18,0.15,0.79,,,1.43,13.21,,3.9,1.21,15.69,,0.74
0.67,1.3,,3.18,0.15,0.79,,,1.43,13.21,,3.9,1.22,15.67,,0.74
0.66,1.29,,3.18,0.15,0.79,,,1.44,13.21,,3.9,1.25,15.65,,0.74
0.66,1.28,,3.18,0.16,0.79,,,1.44,13.21,,3.92,1.26,15.63,,0.74
0.65,1.27,,3.18,0.16,0.79,,,1.44,13.22,,3.92,1.26,15.6,,0.74
0.65,1.27,,3.18,0.16,0.79,,,1.44,13.22,,3.93,1.25,15.58,,0.74
0.64,1.26,,3.18,0.16,0.79,,,1.44,13.22,,3.93,1.24,15.56,,0.74
0.64,1.28,,3.18,0.17,0.79,,,1.44,13.22,,3.94,1.24,15.67,,0.73
0.63,1.33,,3.18,0.17,0.79,,,1.43,13.22,,3.94,1.23,15.7,,0.73
0.63,1.32,,3.18,0.17,0.79,,,1.44,13.23,,3.94,1.22,15.68,,
0.63,1.31,,3.18,0.17,0.79,,,1.43,13.23,,3.94,1.22,15.66,,
0.63,1.31,,3.18,0.17,0.79,,,1.43,13.23,,3.95,1.24,15.64,,
0.64,1.3,,3.18,0.17,0.8,,,1.44,13.23,,3.95,1.29,15.62,,
0.65,1.29,,3.18,0.18,0.8,,,1.44,13.23,,3.95,1.29,15.6,,
0.65,1.28,,3.18,0.18,0.8,,,1.44,13.23,,3.96,1.28,15.58,,
0.64,1.28,,3.18,0.18,0.8,,,1.44,13.23,,3.96,1.27,15.6,,
0.64,1.26,,3.18,0.18,0.8,,,1.44,13.24,,3.96,1.26,15.79,,
0.65,1.27,,3.18,0.18,0.8,,,1.44,13.24,,3.96,1.26,15.85,,
0.66,1.32,,3.18,0.18,0.8,,,1.44,13.24,,3.96,1.25,15.81,,
0.65,1.34,,3.18,0.19,0.8,,,1.44,13.24,,3.97,1.25,15.77,,
0.64,1.34,,3.18,0.19,0.8,,,1.44,13.24,,3.97,1.24,15.74,,
0.64,1.33,,3.18,0.19,1.74,,,1.44,13.24,,3.97,1.23,15.71,,
0.64,1.32,,3.18,0.19,2.25,,,1.44,13.25,,3.97,1.22,15.69,,
0.65,1.31,,3.18,0.19,2.3,,,1.44,13.25,,3.97,1.22,15.67,,
0.65,1.31,,3.18,0.19,2.31,,,1.44,13.25,,3.98,1.21,15.63,,
0.65,1.88,,3.18,0.19,2.31,,,1.44,13.25,,3.98,1.24,15.61,,
0.65,2.09,,3.18,0.19,2.31,,,1.44,13.25,,3.98,1.27,15.59,,
0.65,2.09,,3.18,0.2,2.31,,,1.44,13.25,,3.98,1.27,15.58,,
0.66,2.08,,3.18,0.2,2.3,,,1.44,13.26,,3.98,1.26,15.57,,
0.66,2.07,,3.18,0.2,2.09,,,1.44,13.27,,3.98,1.25,15.55,,
0.66,2.05,,3.18,0.2,2.08,,,1.45,13.28,,3.98,1.25,15.54,,
0.65,2.04,,3.18,0.2,2.08,,,1.66,13.28,,3.98,1.23,15.54,,
0.65,2.03,,3.18,0.2,2.09,,,1.96,13.28,,3.99,1.23,15.57,,
0.65,2.01,,3.18,0.2,2.09,,,2,13.28,,3.99,1.22,15.59,,
0.65,1.99,,3.18,0.2,2.09,,,2,13.28,,3.99,1.23,15.79,,
0.65,1.94,,3.18,0.2,2.09,,,2,13.28,,3.99,1.26,15.89,,
0.65,1.91,,3.18,0.2,2.09,,,2,13.28,,4.01,1.27,15.48,,
0.65,1.9,,3.18,0.2,2.09,,,2,13.28,,4.11,1.26,10.13,,
0.65,1.91,,3.18,0.2,2.09,,,2,13.29,,4.59,1.26,1.98,,
0.66,1.91,,3.18,0.21,2.1,,,1.99,13.29,,4.75,1.25,0.22,,
0.67,1.93,,3.18,0.21,2.1,,,1.96,13.29,,4.82,1.24,0.41,,
0.66,1.96,,3.18,0.21,2.1,,,1.92,13.29,,4.86,1.23,0.47,,
0.66,1.95,,3.18,0.21,2.1,,,1.91,13.29,,4.88,1.23,0.51,,
0.65,1.94,,3.18,0.21,2.1,,,1.91,13.29,,4.9,1.22,0.55,,
0.66,1.93,,3.18,0.21,2.11,,,1.91,13.29,,4.92,1.22,0.57,,
0.66,1.93,,3.18,0.21,2.11,,,1.92,13.29,,4.93,1.25,0.6,,
0.66,1.97,,3.13,0.21,2.11,,,1.92,13.29,,4.95,1.26,0.62,,
0.65,2,,2.07,0.21,2.11,,,1.92,13.29,,4.95,1.26,0.64,,
0.65,1.99,,0.32,0.21,2.11,,,1.92,13.3,,4.96,1.25,0.67,,
0.65,1.98,,1.18,0.21,2.11,,,1.93,13.3,,4.97,1.24,0.68,,
0.67,1.97,,1.22,0.21,2.11,,,1.93,13.3,,4.97,1.23,0.69,,
0.67,1.95,,1.21,0.22,2.12,,,1.93,13.3,,4.98,1.23,0.7,,
0.66,1.94,,1.2,0.22,2.12,,,1.93,13.3,,4.98,1.22,0.71,,
0.65,1.93,,1.19,0.22,2.12,,,1.93,13.3,,4.99,1.23,0.72,,
0.65,1.92,,1.18,0.22,2.12,,,1.93,13.3,,4.99,1.28,0.73,,
0.67,1.95,,1.17,0.22,2.12,,,1.93,13.3,,5,1.29,0.74,,
0.67,1.97,,1.16,0.22,2.12,,,1.93,13.3,,5,1.28,0.74,,
0.66,1.97,,1.15,0.22,2.12,,,1.93,13.31,,5,1.27,0.76,,
0.66,1.96,,1.14,0.22,2.12,,,1.93,13.04,,5.01,1.26,0.76,,
0.65,1.94,,1.13,0.22,2.12,,,1.93,8.69,,5.01,1.25,0.77,,
0.65,1.93,,1.13,0.22,2.12,,,1.93,0.26,,5.01,1.25,0.77,,
0.66,1.93,,1.12,0.22,2.12,,,1.93,0.46,,5.01,1.24,0.78,,
0.65,1.96,,1.11,0.22,2.12,,,1.93,0.53,,5.02,1.23,0.78,,
0.65,1.97,,1.11,0.22,2.12,,,1.93,0.57,,5.02,1.23,0.78,,
0.66,1.96,,1.1,0.22,2.13,,,1.93,0.6,,5.03,1.22,0.79,,
0.67,1.95,,1.09,0.22,2.13,,,1.93,0.61,,5.03,1.21,0.79,,
0.67,1.94,,1.09,0.22,2.13,,,1.93,0.63,,5.03,1.24,0.8,,
0.66,1.94,,1.08,0.22,2.13,,,1.93,0.64,,5.03,1.37,0.8,,
0.66,2.01,,1.08,0.23,2.13,,,1.93,0.66,,5.03,1.71,0.8,,
0.65,2,,1.07,0.23,2.13,,,1.94,0.67,,5.03,1.83,0.8,,
0.67,1.99,,1.07,0.23,2.13,,,1.94,0.67,,5.04,1.82,0.81,,
0.67,1.98,,1.06,0.23,2.13,,,1.94,0.68,,5.04,1.81,0.81,,
0.66,1.97,,1.06,0.23,2.13,,,1.94,0.68,,5.04,1.8,0.81,,
0.66,1.96,,1.06,0.23,2.13,,,1.94,0.68,,5.04,1.79,0.81,,
0.66,1.95,,1.05,0.23,2.14,,,1.94,0.69,,5.04,1.77,0.82,,
0.67,1.94,,1.04,0.23,2.14,,,1.94,0.69,,5.05,1.76,0.82,,
0.66,1.95,,1.04,0.23,2.14,,,1.94,0.7,,5.02,1.74,0.82,,
0.66,1.99,,1.04,0.23,2.14,,,1.94,0.7,,4.03,1.7,0.82,,
0.65,2,,1.03,0.23,2.14,,,1.94,0.7,,0.94,1.67,0.82,,
0.66,1.99,,1.03,0.23,2.14,,,1.94,0.71,,0.48,1.67,0.83,,
0.67,1.98,,1.03,0.23,2.14,,,1.94,0.71,,0.54,1.67,0.83,,
0.67,1.97,,1.03,0.23,2.14,,,1.94,0.71,,0.53,1.68,0.83,,
0.66,1.96,,1.02,0.23,2.14,,,1.94,0.71,,0.52,1.68,0.83,,
0.66,1.95,,1.02,0.23,2.14,,,1.94,0.71,,0.51,1.71,0.83,,
0.67,1.94,,1.02,,2.14,,,1.94,0.71,,0.5,1.75,0.83,,
0.67,1.96,,1.01,,2.14,,,1.94,0.71,,0.49,1.75,0.83,,
0.67,1.98,,1.01,,2.18,,,1.94,0.72,,0.48,1.74,0.84,,
0.68,1.97,,1.01,,2.92,,,1.94,0.72,,0.48,1.73,0.84,,
0.75,1.96,,1,,4.16,,,1.94,0.72,,0.47,1.72,0.84,,
0.75,1.95,,1,,4.34,,,1.94,0.72,,0.46,1.71,0.84,,
0.75,1.94,,1,,4.32,,,1.94,0.72,,0.46,1.71,0.84,,
0.74,1.93,,1,,4.31,,,1.94,0.72,,0.45,1.69,0.84,,
0.74,1.95,,0.99,,4.31,,,1.94,0.72,,0.45,1.71,0.84,,
0.73,1.98,,0.99,,4.25,,,1.95,0.72,,0.45,1.74,0.84,,
0.73,1.98,,0.99,,4.06,,,2.14,0.72,,0.44,1.74,0.85,,
0.73,1.97,,0.99,,3.96,,,2.51,0.72,,0.44,1.73,0.85,,
0.73,1.96,,0.99,,3.97,,,2.6,0.72,,0.43,1.72,0.85,,
0.75,1.95,,0.98,,3.98,,,2.6,0.72,,0.43,1.71,0.85,,
0.75,1.94,,0.98,,3.99,,,2.59,0.72,,0.43,1.71,0.85,,
0.75,1.97,,0.98,,4,,,2.58,0.72,,0.42,1.73,0.85,,
0.74,2,,0.98,,4,,,2.49,0.72,,0.42,1.75,0.85,,
0.73,2,,0.97,,4,,,2.43,0.72,,0.42,1.74,0.85,,
0.74,1.97,,0.97,,4,,,2.43,0.72,,0.42,1.73,0.85,,
0.75,1.96,,0.97,,4,,,2.43,0.73,,0.41,1.72,0.85,,
0.75,1.95,,0.97,,4,,,2.43,0.73,,0.41,1.72,0.85,,
0.74,1.94,,0.97,,4,,,2.44,0.73,,0.41,1.71,0.86,,
0.74,1.94,,0.96,,4,,,2.44,0.73,,0.4,1.7,0.71,,
0.75,1.97,,0.96,,4,,,2.44,0.72,,0.4,1.74,0.59,,
0.75,2,,0.96,,4.01,,,2.44,0.73,,0.4,1.79,1.85,,
0.75,2,,0.96,,4.01,,,2.44,0.73,,0.4,1.78,1.84,,
0.74,1.98,,0.96,,4.01,,,2.44,0.73,,0.4,1.77,1.82,,
0.74,1.97,,0.96,,4.01,,,2.44,0.73,,0.4,1.76,1.79,,
0.74,1.96,,0.96,,4.01,,,2.45,0.73,,0.4,1.75,1.77,,
0.74,1.95,,0.95,,4.01,,,2.45,0.73,,0.39,1.74,1.76,,
0.74,1.94,,0.95,,4.01,,,2.45,0.73,,0.39,1.73,1.75,,
0.75,1.98,,0.95,,4.01,,,2.45,0.73,,0.39,1.72,1.75,,
0.75,2.02,,0.95,,4.01,,,2.45,0.73,,0.39,1.72,1.74,,
0.74,2.01,,0.95,,4.01,,,2.45,0.73,,0.39,1.7,1.59,,
0.74,2,,0.95,,4.01,,,2.45,0.73,,0.39,1.74,1.38,,
0.74,1.98,,0.94,,4.01,,,2.45,0.73,,0.39,1.8,1.23,,
0.74,1.97,,0.94,,4.01,,,2.45,0.73,,0.38,1.79,1.2,,
0.74,1.96,,0.94,,4.02,,,2.45,0.73,,0.38,1.79,1.2,,
0.75,1.95,,0.94,,4.02,,,2.45,0.73,,0.38,1.78,1.21,,
0.74,1.94,,0.94,,4.02,,,2.46,0.73,,0.38,1.77,1.22,,
0.74,1.94,,0.94,,4.02,,,2.46,0.73,,0.38,1.76,1.22,,
0.74,1.99,,0.94,,4.02,,,2.46,0.73,,0.38,1.75,1.22,,
0.75,2.02,,0.93,,4.02,,,2.46,0.73,,0.37,1.73,1.22,,
0.74,2.01,,0.93,,4.02,,,2.46,0.73,,0.37,1.72,1.22,,
0.75,1.99,,0.93,,4.02,,,2.46,0.73,,0.37,1.71,1.23,,
0.75,1.98,,0.93,,4.02,,,2.46,0.73,,0.37,1.71,1.23,,
0.75,1.97,,0.93,,4.02,,,2.46,0.73,,0.37,1.72,1.23,,
0.74,1.96,,0.93,,4.02,,,2.46,0.73,,0.37,1.78,1.23,,
0.75,1.95,,0.93,,4.02,,,2.47,0.73,,0.37,1.8,1.22,,
0.75,1.94,,0.93,,4.02,,,2.47,0.73,,0.37,1.79,1.22,,
0.75,1.96,,0.93,,4.02,,,2.47,0.73,,0.37,1.77,1.21,,
0.74,2.01,,0.93,,4.02,,,2.47,0.73,,0.37,1.76,1.22,,
0.74,2.01,,0.93,,4.02,,,2.47,0.73,,0.36,1.75,1.23,,
0.75,2.26,,0.92,,4.02,,,2.47,0.73,,0.36,1.74,1.23,,
0.75,2.77,,0.92,,4.02,,,2.47,0.73,,0.36,1.74,1.23,,
0.74,2.88,,0.92,,4.03,,,2.47,0.73,,0.36,1.73,1.22,,
0.75,2.86,,0.92,,4.03,,,2.47,0.73,,0.36,1.72,1.22,,
0.75,2.84,,0.92,,4.03,,,2.47,0.73,,0.36,1.71,1.22,,
0.75,2.82,,0.92,,4.03,,,2.47,,,0.36,1.72,1.22,,
0.75,2.8,,0.92,,4.03,,,2.47,,,0.36,1.79,1.22,,
0.76,2.79,,0.92,,4.03,,,2.47,,,0.36,1.79,1.22,,
0.75,2.75,,0.92,,4.03,,,2.47,,,0.36,1.78,1.21,,
0.74,2.74,,0.92,,4.03,,,2.47,,,0.36,1.77,1.21,,
0.75,2.73,,0.91,,4.03,,,2.47,,,0.36,1.76,1.26,,
0.75,2.71,,0.91,,4.03,,,2.47,,,0.36,1.75,1.39,,
0.74,2.7,,,,4.31,,,2.47,,,0.35,1.74,1.44,,
0.75,2.69,,,,5.73,,,2.48,,,0.35,1.73,1.43,,
0.76,2.68,,,,6.5,,,2.48,,,0.35,1.72,1.42,,
0.75,2.68,,,,6.5,,,2.48,,,0.35,1.74,1.42,,
0.75,2.69,,,,6.47,,,2.48,,,0.35,1.79,1.41,,
0.74,2.74,,,,6.45,,,2.48,,,0.35,1.79,1.4,,
0.75,2.75,,,,6.39,,,2.48,,,0.35,1.78,1.4,,
0.75,2.74,,,,6.07,,,2.48,,,0.35,1.77,1.39,,
0.74,2.72,,,,5.85,,,2.48,,,0.35,1.77,1.38,,
0.75,2.71,,,,5.91,,,2.48,,,0.35,1.76,1.38,,
0.76,2.7,,,,5.92,,,2.48,,,0.35,1.75,1.37,,
0.76,2.73,,,,5.92,,,2.48,,,0.35,1.73,1.36,,
0.75,2.76,,,,5.92,,,2.48,,,0.35,1.72,1.36,,
0.74,2.74,,,,5.92,,,2.48,,,0.35,1.73,1.35,,
0.75,2.73,,,,5.93,,,2.57,,,,1.75,1.35,,
0.76,2.72,,,,5.93,,,2.92,,,,1.76,1.35,,
0.75,2.77,,,,5.93,,,3.07,,,,1.75,1.34,,
0.75,2.8,,,,5.94,,,3.08,,,,1.75,1.34,,
0.76,2.79,,,,5.94,,,3.07,,,,1.75,1.33,,
0.87,2.78,,,,5.94,,,3.06,,,,1.74,1.33,,
0.98,2.76,,,,5.95,,,3.01,,,,1.73,1.32,,
0.99,2.73,,,,5.95,,,2.96,,,,1.73,1.32,,
0.98,2.72,,,,5.95,,,2.95,,,,1.73,1.31,,
0.97,2.71,,,,5.95,,,2.96,,,,1.73,1.31,,
0.96,2.76,,,,5.96,,,2.96,,,,1.73,1.31,,
0.95,2.8,,,,5.96,,,2.96,,,,1.77,1.3,,
0.95,2.79,,,,5.96,,,2.96,,,,1.81,1.3,,
0.95,2.78,,,,5.96,,,2.97,,,,1.92,1.3,,
0.97,2.76,,,,5.96,,,2.97,,,,2.53,1.29,,
0.97,2.75,,,,5.97,,,2.97,,,,2.51,1.28,,
0.97,2.72,,,,5.97,,,2.97,,,,2.49,1.28,,
0.96,2.73,,,,5.97,,,2.97,,,,2.48,1.28,,
0.97,2.79,,,,5.97,,,2.97,,,,2.46,1.27,,
0.97,2.8,,,,5.97,,,2.98,,,,2.45,1.27,,
0.97,2.78,,,,5.98,,,2.98,,,,2.44,1.26,,
0.98,2.77,,,,5.98,,,2.98,,,,2.41,1.26,,
0.97,2.75,,,,5.98,,,2.98,,,,2.35,1.25,,
0.97,2.74,,,,5.98,,,2.98,,,,2.34,1.25,,
0.98,2.73,,,,5.98,,,2.99,,,,2.34,1.24,,
0.98,2.75,,,,5.98,,,2.99,,,,2.34,1.24,,
0.97,2.77,,,,5.98,,,2.99,,,,2.37,1.24,,
0.98,2.77,,,,5.99,,,2.99,,,,2.39,1.23,,
0.98,2.77,,,,5.99,,,2.99,,,,2.39,1.23,,
0.97,2.76,,,,5.99,,,2.99,,,,2.38,1.22,,
0.98,2.75,,,,5.99,,,2.99,,,,2.37,1.22,,
0.98,2.76,,,,5.99,,,2.99,,,,2.41,1.22,,
0.98,2.8,,,,5.99,,,2.99,,,,2.43,1.23,,
0.98,2.79,,,,5.99,,,2.99,,,,2.42,1.68,,
0.98,2.77,,,,5.99,,,2.99,,,,2.41,3.53,,
0.98,2.76,,,,6,,,3,,,,2.4,4.34,,
0.98,2.75,,,,6,,,3,,,,2.39,4.34,,
1,2.73,,,,6,,,3,,,,2.37,4.31,,
0.99,2.74,,,,6,,,3,,,,2.37,4.27,,
0.98,2.79,,,,6,,,3,,,,2.36,4.25,,
0.98,2.8,,,,6,,,3,,,,2.37,4.16,,
0.99,2.77,,,,6,,,3,,,,2.37,3.83,,
0.99,2.75,,,,6,,,3,,,,2.37,3.51,,
0.98,2.74,,,,6,,,3,,,,2.42,3.46,,
0.98,2.73,,,,6,,,3,,,,2.44,3.45,,
0.99,2.75,,,,6.01,,,3,,,,2.43,3.46,,
0.98,2.78,,,,6.01,,,3,,,,2.42,3.47,,
0.98,2.78,,,,6.01,,,3,,,,2.41,3.47,,
0.99,2.77,,,,6.02,,,3,,,,2.4,3.48,,
0.99,2.75,,,,6.03,,,3,,,,2.38,3.48,,
0.99,2.77,,,,6.03,,,3.01,,,,2.37,3.48,,
0.99,2.82,,,,6.03,,,3.01,,,,2.37,3.48,,
1,2.81,,,,6.03,,,3.01,,,,2.41,3.48,,
0.99,2.8,,,,6.03,,,3.01,,,,2.42,3.48,,
0.98,2.78,,,,6.03,,,3.01,,,,2.41,3.48,,
0.99,2.77,,,,6.04,,,3.01,,,,2.4,3.49,,
0.99,2.76,,,,6.51,,,3.01,,,,2.39,3.49,,
0.99,2.74,,,,8.04,,,3.01,,,,2.4,3.48,,
0.99,2.73,,,,8.56,,,3.01,,,,2.42,3.48,,
0.99,2.81,,,,8.53,,,3.01,,,,2.42,3.47,,
0.98,2.8,,,,8.49,,,3.01,,,,2.41,3.47,,
1.02,2.79,,,,8.48,,,3.01,,,,2.4,3.47,,
1.25,2.77,,,,8.39,,,3.01,,,,2.39,3.47,,
1.24,2.76,,,,7.94,,,3.01,,,,2.42,3.49,,
1.23,2.99,,,,7.97,,,3.01,,,,2.44,3.53,,
1.22,3.77,,,,7.99,,,3.01,,,,2.43,3.55,,
1.2,4.04,,,,8.01,,,3.01,,,,2.41,3.55,,
1.2,3.98,,,,8.01,,,3.01,,,,2.4,3.55,,
1.19,3.95,,,,8.01,,,3.02,,,,2.39,3.56,,
1.19,3.93,,,,8.02,,,3.02,,,,2.38,3.56,,
1.2,3.9,,,,8.02,,,3.02,,,,2.42,3.56,,
1.21,3.86,,,,8.04,,,3.02,,,,2.45,3.55,,
1.22,3.76,,,,8.05,,,3.02,,,,2.44,3.55,,
1.22,3.71,,,,8.05,,,3.04,,,,2.43,3.55,,
1.23,3.71,,,,8.05,,,3.31,,,,2.41,3.55,,
1.23,3.72,,,,8.06,,,3.59,,,,2.4,3.55,,
1.22,3.78,,,,8.06,,,3.61,,,,2.39,3.55,,
1.22,3.8,,,,8.06,,,3.61,,,,2.38,3.55,,
1.23,3.78,,,,8.07,,,3.6,,,,2.38,3.55,,
1.23,3.77,,,,8.07,,,3.6,,,,2.39,3.55,,
1.23,3.76,,,,8.07,,,3.53,,,,2.39,3.55,,
1.23,3.81,,,,8.07,,,3.48,,,,2.41,3.55,,
1.22,3.82,,,,8.08,,,3.49,,,,2.46,3.55,,
1.22,3.8,,,,8.08,,,3.49,,,,2.44,3.55,,
1.22,3.76,,,,8.08,,,3.5,,,,2.43,3.55,,
1.22,3.75,,,,8.08,,,3.5,,,,2.42,3.55,,
1.22,3.77,,,,8.08,,,3.5,,,,2.41,3.58,,
1.24,3.83,,,,8.09,,,3.51,,,,2.4,4.53,,
1.24,3.85,,,,8.09,,,3.51,,,,2.39,6.32,,
1.23,3.83,,,,8.09,,,3.51,,,,2.38,6.66,,
1.24,3.81,,,,8.09,,,3.51,,,,2.39,6.62,,
1.24,3.79,,,,8.09,,,3.51,,,,2.41,6.55,,
1.23,3.77,,,,8.1,,,3.51,,,,2.41,6.53,,
1.23,3.82,,,,8.1,,,3.52,,,,2.41,6.38,,
1.23,3.84,,,,8.1,,,3.52,,,,2.4,5.99,,
1.23,3.82,,,,8.1,,,3.52,,,,2.39,5.81,,
1.23,3.8,,,,8.1,,,3.52,,,,2.39,5.81,,
1.25,3.79,,,,8.11,,,3.52,,,,2.41,5.81,,
1.25,3.77,,,,8.11,,,3.52,,,,2.46,5.8,,
1.24,3.81,,,,8.11,,,3.52,,,,2.47,5.81,,
1.23,3.87,,,,8.11,,,3.52,,,,2.44,5.82,,
1.23,3.84,,,,8.12,,,3.53,,,,2.43,5.83,,
1.23,3.82,,,,8.13,,,3.53,,,,2.42,5.85,,
1.25,3.8,,,,8.13,,,3.53,,,,2.41,5.85,,
1.25,3.78,,,,8.14,,,3.53,,,,2.4,5.84,,
1.24,3.77,,,,8.14,,,3.53,,,,2.39,5.85,,
1.26,3.81,,,,8.14,,,3.53,,,,2.39,5.84,,
1.25,3.83,,,,8.14,,,3.53,,,,2.44,5.84,,
1.24,3.81,,,,8.14,,,3.53,,,,2.46,5.84,,
1.26,3.79,,,,8.14,,,3.53,,,,2.43,5.84,,
1.26,3.83,,,,8.15,,,3.54,,,,2.42,5.89,,
1.25,3.84,,,,8.15,,,3.54,,,,2.41,6,,
1.24,3.82,,,,8.15,,,3.54,,,,2.4,6.04,,
1.25,3.8,,,,8.15,,,3.54,,,,2.39,6.03,,
1.25,3.79,,,,8.15,,,3.54,,,,2.41,6.02,,
1.24,3.85,,,,8.15,,,3.54,,,,2.43,6.01,,
1.25,3.88,,,,8.15,,,3.54,,,,2.42,6,,
1.25,3.87,,,,8.15,,,3.54,,,,2.4,5.99,,
