Weight_1818up,Weight_1818dp,Weight_1818dn,Weight_1818un,Weight_1818un.2,Weight_1818un.3,Weight_1830up,Weight_1830dp,Weight_1830dp.3,Weight_1830dn,Weight_1830dn.3,Weight_1830un,Weight_1821up,Weight_1821dp,Weight_1821dn,Weight_1821un,Weight_1821un.3,Weight_1833up,Weight_1833dp,Weight_1833un,Weight_1833dn,Weight_1827un,Weight_1827dn,Weight_1827dp,Weight_1827up
1.06,2.68,0.68,,,,2.93,4.24,,0.12,,13.15,0.79,12,1.89,4.75,,5.45,5.62,9.63,5.94,0.38,5.55,19.98,1.26
1.06,2.68,0.68,,,,2.93,4.24,,0.11,,13.15,0.79,11.99,1.89,4.75,,5.45,5.63,9.67,5.94,0.38,5.56,19.99,1.26
1.06,2.69,0.68,,,,2.93,4.24,,0.11,,13.15,0.79,11.98,1.89,4.75,,5.45,5.63,9.66,5.94,0.39,5.56,19.99,1.25
1.06,2.69,0.68,,,,2.93,4.24,,0.1,,13.15,0.79,11.96,1.89,4.75,,5.45,5.63,9.64,5.94,0.39,5.56,19.99,1.25
1.06,2.69,0.68,,,,2.93,4.24,,0.1,,13.16,0.79,11.95,1.89,4.75,,5.45,5.63,9.63,5.94,0.39,5.56,19.99,1.26
1.06,2.7,0.68,,,,2.93,4.84,,0.1,,13.16,0.79,11.94,1.89,4.75,,5.45,5.63,9.63,5.94,0.39,5.56,20,1.25
1.07,2.7,0.68,,,,2.93,7.69,,0.31,,13.16,0.79,11.94,1.88,4.75,,5.45,5.63,9.63,5.94,0.39,5.56,20,1.26
1.17,2.7,0.68,,,,2.93,9.21,,1.45,,13.16,0.79,11.95,1.88,4.75,,5.45,5.63,9.63,5.99,0.39,5.56,20,1.26
1.28,2.7,0.68,,,,2.93,9.17,,2.39,,13.16,0.79,11.99,1.91,4.75,,5.45,5.63,9.63,6.33,0.39,5.56,20,1.26
1.29,2.7,0.68,,,,2.93,9.13,,2.48,,13.16,0.79,12.11,1.93,4.75,,5.45,5.63,9.63,7.4,0.39,5.57,20,1.25
1.29,2.7,0.68,,,,2.93,9.09,,2.23,,13.16,0.79,12.09,1.92,4.75,,5.45,5.63,9.63,7.44,0.39,5.57,20.01,1.25
1.28,2.7,0.68,,,,2.93,9.08,,2.07,,13.16,0.79,10.18,1.91,4.75,,5.45,5.63,9.64,7.41,0.39,5.57,20.01,1.25
1.25,2.71,0.68,,,,2.93,9.07,,2.07,,13.16,0.79,3.92,1.9,4.75,,5.45,5.63,9.64,7.29,0.39,5.57,20.01,1.25
1.23,2.71,0.68,,,,2.93,9.07,,2.1,,13.16,0.79,0.95,1.89,4.75,,5.46,5.63,9.64,7.24,0.4,5.57,20.02,1.25
1.24,2.71,0.68,,,,2.93,8.99,,2.12,,13.16,0.79,0.66,1.89,4.75,,5.47,5.63,9.64,7.25,0.4,5.57,20.02,1.25
1.24,2.71,0.68,,,,2.93,8.19,,2.12,,13.16,0.79,0.49,1.89,4.75,,5.47,5.63,9.64,7.27,0.4,5.57,20.02,1.25
1.24,2.71,0.68,,,,2.93,8.13,,2.13,,13.16,0.79,0.44,1.9,4.75,,5.47,5.63,9.64,7.28,0.4,5.57,20.02,1.25
1.24,2.71,0.68,,,,2.93,8.18,,2.13,,13.16,0.79,0.4,1.93,4.75,,5.47,6.12,9.64,7.33,0.4,5.57,20.04,1.25
1.24,2.71,0.68,,,,2.93,8.21,,2.14,,13.16,0.79,0.37,1.93,4.75,,5.47,9.46,9.64,7.38,0.45,5.58,20.06,1.25
1.24,2.71,0.68,,,,2.93,8.22,,2.16,,13.16,0.79,0.35,1.92,4.75,,5.47,11.84,9.64,7.4,1.03,5.58,20.06,1.25
1.24,2.71,0.68,,,,2.94,8.22,,2.16,,13.16,0.79,0.32,1.91,4.75,,5.47,11.95,9.65,7.38,2.21,5.58,20.06,1.25
1.24,2.71,0.68,,,,2.94,8.22,,2.16,,13.16,0.79,0.3,1.91,4.75,,5.47,11.9,9.65,7.38,2.73,5.58,20.06,1.25
1.24,2.72,0.68,,,,2.94,8.23,,2.16,,13.16,0.79,0.28,1.9,4.75,,5.47,11.85,9.65,7.37,2.55,5.58,20.06,1.25
1.24,2.72,0.68,,,,2.94,8.23,,2.16,,13.16,0.79,0.27,1.9,4.75,,5.47,11.8,9.65,7.37,2.32,5.58,20.07,1.25
1.24,2.72,0.68,,,,2.94,8.23,,2.16,,13.16,0.79,0.24,1.89,4.75,,5.47,11.78,9.65,7.36,2.3,5.58,20.07,1.25
1.24,2.72,0.68,,,,2.94,8.23,,2.16,,13.16,0.79,0.23,1.91,4.75,,5.47,11.77,9.65,7.35,2.33,5.58,20.07,1.25
1.24,2.72,0.72,,,,2.94,8.23,,2.16,,13.16,0.79,0.22,1.93,4.75,,5.47,11.6,9.66,7.36,2.36,5.58,20.07,1.25
1.24,2.72,0.92,,,,2.94,8.24,,2.16,,13.16,0.79,0.21,1.93,4.75,,5.47,11.04,9.66,7.36,2.39,5.58,20.07,1.25
1.24,2.72,1.1,,,,2.94,8.24,,2.16,,13.17,0.79,0.2,1.92,4.75,,5.47,10.61,9.71,7.37,2.45,5.58,20.08,1.25
1.25,2.72,1.13,,,,2.94,8.24,,2.16,,13.17,0.79,0.19,1.91,4.75,,5.47,10.57,10.26,7.37,2.54,5.59,20.08,1.25
1.25,2.72,1.12,,,,2.94,8.24,,2.16,,13.15,0.94,0.18,1.91,4.75,,5.47,10.61,11.62,7.37,2.55,5.59,20.08,1.26
1.25,2.72,1.08,,,,2.94,8.24,,2.16,,11.59,1.24,0.17,1.9,4.75,,5.47,10.64,12.78,7.37,2.51,5.59,20.08,1.61
1.25,2.72,1.06,,,,2.94,8.24,,2.16,,0.61,1.3,0.15,1.9,4.75,,5.47,10.65,13.17,7.38,2.51,5.59,20.08,2.32
1.25,2.72,1.07,,,,2.94,8.24,,2.16,,1.26,1.3,0.14,1.91,4.75,,5.47,10.65,13.06,7.38,2.51,5.59,20.08,2.48
1.25,2.72,1.08,,,,2.94,8.25,,2.16,,1.32,1.28,0.14,1.93,4.75,,5.47,10.69,12.85,7.38,2.51,5.59,20.08,2.47
1.25,2.72,1.08,,,,2.94,8.27,,2.16,,1.34,1.27,0.13,1.93,4.75,,5.47,10.69,12.81,7.38,2.5,5.6,20.09,2.46
1.25,2.72,1.08,,,,2.94,8.28,,2.16,,1.33,1.26,0.12,1.92,4.75,,5.47,10.7,12.84,7.38,2.5,5.82,21.72,2.46
1.25,2.73,1.09,,,,2.94,8.28,,2.16,,1.32,1.25,0.12,1.91,4.75,,5.47,10.7,12.88,7.38,2.49,6.05,24.1,2.45
1.25,2.73,1.1,,,,2.94,8.28,,2.16,,1.3,1.23,0.11,1.91,4.75,,5.47,10.7,12.92,7.38,2.49,6.22,24.37,2.45
1.25,2.73,1.1,,,,2.94,8.28,,2.16,,1.28,1.21,0.11,1.9,4.75,,5.47,10.7,12.95,7.38,2.5,6.31,24.27,2.43
1.25,2.73,1.1,,,,2.94,8.29,,2.16,,1.26,1.18,0.1,1.98,4.75,,5.47,10.7,12.98,7.39,2.5,6.36,24.21,2.33
1.25,2.73,1.09,,,,2.94,8.29,,2.16,,1.23,1.16,0.1,2.37,4.75,,5.47,10.71,13.03,7.39,2.51,6.4,24.11,2.23
1.25,2.73,1.09,,,,2.94,8.29,,2.16,,1.21,1.16,0.1,2.76,4.75,,5.47,10.71,13.29,7.39,2.51,6.43,23.62,2.21
1.25,2.73,1.1,,,,2.94,8.29,,2.16,,1.19,1.16,0.1,2.84,4.75,,5.48,10.71,13.3,7.39,2.51,6.45,23.31,2.23
1.25,2.73,1.1,,,,2.94,8.3,,2.16,,1.18,1.16,0.1,2.83,4.75,,5.48,10.71,13.27,7.39,2.51,6.47,23.35,2.24
1.25,2.73,1.1,,,,3.01,8.32,,2.16,,1.16,1.19,0.1,2.78,4.75,,5.48,10.71,13.26,7.39,2.52,6.49,23.4,2.24
1.25,2.73,1.1,,,,3.79,8.33,,2.16,,1.15,1.21,0.11,2.72,4.75,,5.48,10.71,13.26,7.39,2.52,6.49,23.42,2.24
1.25,2.73,1.1,,,,4.55,8.33,,2.16,,1.14,1.2,0.11,2.71,4.75,,5.48,10.71,13.24,7.4,2.52,6.49,23.44,2.24
1.25,2.73,1.1,,,,4.61,8.33,,2.16,,1.12,1.19,0.11,2.72,4.75,,5.48,10.72,13.21,7.4,2.52,6.5,23.44,2.24
1.25,2.73,1.1,,,,4.6,8.33,,2.16,,1.11,1.18,0.11,2.72,4.68,,5.48,10.72,13.21,7.4,2.53,6.5,23.44,2.24
1.25,2.73,1.1,,,,4.58,8.33,,2.16,,1.09,1.17,0.11,2.75,3.24,,5.48,10.72,13.22,7.4,2.53,6.51,23.45,2.24
1.25,2.73,1.1,,,,4.57,8.33,,2.16,,1.08,1.17,0.12,2.81,0.96,,5.48,10.72,13.24,7.4,2.53,6.51,23.45,2.24
1.25,2.73,1.1,,,,4.57,8.33,,2.16,,1.06,1.18,0.12,2.82,0.96,,5.48,10.72,13.25,7.4,2.53,6.51,23.45,2.24
1.25,2.73,1.1,,,,4.48,8.33,,2.16,,1.05,1.21,0.12,2.81,0.92,,5.48,10.72,13.27,7.4,2.53,6.52,23.46,2.25
1.25,2.73,1.1,,,,4.2,8.33,,2.18,,1.04,1.21,0.12,2.79,0.88,,5.48,10.72,13.28,7.4,2.53,6.52,23.46,2.25
1.25,2.74,1.1,,,,4.21,8.33,,2.53,,1.03,1.2,0.12,2.79,0.85,,5.48,10.73,13.29,7.4,2.53,6.53,23.46,2.25
1.25,2.97,1.1,,,,4.22,8.33,,3.56,,1.03,1.19,0.12,2.79,0.82,,5.48,10.73,13.3,7.4,2.54,6.53,23.47,2.25
1.25,3.52,1.1,,,,4.23,8.33,,4.19,,1.02,1.18,0.13,2.78,0.78,,5.48,10.73,13.31,7.4,2.54,6.53,23.47,2.25
1.25,3.67,1.1,,,,4.23,8.33,,4.25,,1,1.17,0.13,2.78,0.76,,5.48,10.73,13.32,7.4,2.54,6.53,23.48,2.26
1.25,3.67,1.1,,,,4.23,8.34,,4.2,,0.99,1.17,0.13,2.78,0.74,,5.48,10.73,13.33,7.4,2.54,6.53,23.5,2.26
1.25,3.66,1.1,,,,4.24,8.34,,4.03,,0.99,1.19,0.13,2.78,0.73,,5.48,10.77,13.35,7.4,2.54,6.53,23.51,2.26
1.25,3.61,1.1,,,,4.24,8.34,,3.94,,0.98,1.2,0.13,2.8,0.71,,5.48,10.77,13.52,7.4,2.54,6.54,23.51,2.26
1.25,3.5,1.1,,,,4.24,8.34,,3.98,,0.97,1.19,0.14,2.83,0.7,,5.48,10.77,14.21,7.4,2.54,6.54,23.51,2.26
1.25,3.47,1.1,,,,4.24,8.34,,4,,0.96,1.18,0.14,2.82,0.69,,5.48,10.77,15.19,7.4,2.55,6.54,23.52,2.26
1.25,3.48,1.1,,,,4.24,8.34,,4.01,,0.96,1.19,0.14,2.81,0.68,,5.48,10.77,15.98,7.4,2.55,6.54,23.52,2.26
1.26,3.48,1.1,,,,4.24,8.34,,4.04,,0.95,1.22,0.14,2.8,0.66,,5.48,10.78,16.42,7.41,2.55,6.54,23.52,2.26
1.26,3.48,1.1,,,,4.24,8.34,,4.08,,0.95,1.22,0.14,2.8,0.65,,5.48,10.78,16.64,7.51,2.55,6.55,23.52,2.26
1.25,3.49,1.1,,,,4.24,8.34,,4.1,,0.93,1.21,0.14,2.79,0.64,,5.48,10.78,16.78,7.93,2.55,6.55,23.52,2.26
1.25,3.49,1.1,,,,4.24,8.34,,4.09,,0.93,1.2,0.14,2.79,0.63,,5.48,10.78,16.95,8.45,2.55,6.55,23.53,2.26
1.25,3.49,1.1,,,,4.24,8.34,,4.08,,0.92,1.2,0.15,2.79,0.63,,5.48,10.78,17.02,8.73,2.55,6.55,23.55,2.26
1.26,3.5,1.1,,,,4.25,8.34,,4.08,,0.92,1.19,0.15,2.82,0.62,,5.48,10.78,17.05,8.72,2.56,6.55,23.56,2.26
1.25,3.5,1.1,,,,4.25,8.34,,4.08,,0.91,1.18,0.15,2.83,0.61,,5.48,10.78,17.05,8.68,2.72,6.56,23.56,2.26
1.26,3.5,1.1,,,,4.25,8.34,,4.08,,0.91,1.18,0.15,2.82,0.6,,5.48,10.78,17.05,8.67,3.5,6.56,23.57,2.26
1.26,3.5,1.1,,,,4.25,8.34,,4.08,,0.9,1.2,0.15,2.81,0.6,,5.49,10.78,17.06,8.67,4.47,6.56,23.57,2.26
1.26,3.51,1.1,,,,4.25,8.34,,4.09,,0.89,1.2,0.15,2.8,0.59,,5.49,10.78,17.07,8.69,4.77,6.56,23.57,2.26
1.26,3.51,1.1,,,,4.25,8.34,,4.09,,0.89,1.19,0.16,2.8,0.58,,5.48,10.78,17.07,8.71,4.65,6.56,23.57,2.26
1.26,3.51,1.11,,,,4.25,8.34,,4.09,,0.64,1.18,0.11,2.79,0.58,,5.48,10.78,17.08,8.72,4.46,6.56,23.57,2.26
1.26,3.51,1.11,,,,4.25,8.34,,4.09,,0.46,1.18,0.62,2.79,0.57,,5.49,10.79,17.09,8.72,4.42,6.56,23.57,2.27
1.26,3.51,1.1,,,,4.25,8.34,,4.09,,1.72,1.2,1.7,2.82,0.57,,5.49,10.79,17.09,8.74,4.44,6.56,23.58,2.27
1.26,3.51,1.11,,,,4.25,8.34,,4.09,,1.97,1.2,1.87,2.84,0.56,,5.49,10.79,17.09,8.76,4.47,6.57,23.58,2.27
1.26,3.52,1.11,,,,4.25,8.34,,4.09,,1.92,1.19,1.87,2.83,0.56,,5.48,10.79,17.1,8.8,4.49,6.57,23.58,2.27
1.26,3.52,1.11,,,,4.25,8.34,,4.09,,1.63,1.18,1.86,2.82,0.56,,5.54,10.79,17.1,8.81,4.52,6.57,23.58,2.27
1.26,3.52,1.11,,,,4.25,8.34,,4.09,,1.31,1.19,1.84,2.81,0.55,,6.32,10.79,17.1,8.81,4.61,6.57,23.56,2.27
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.28,1.21,1.83,2.8,0.54,,7.33,10.79,17.11,8.8,4.67,6.57,20.91,2.27
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.36,1.21,1.81,2.8,0.54,,7.44,10.8,17.11,8.8,4.65,6.57,8.98,2.27
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.38,1.2,1.8,2.8,0.54,,7.42,10.82,17.12,8.8,4.65,6.57,1.47,2.27
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.42,1.19,1.8,2.82,0.53,,7.38,10.83,17.12,8.81,4.61,6.57,0.59,2.27
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.5,1.18,1.79,2.85,0.53,,7.38,10.83,17.13,8.81,4.58,6.57,0.36,2.27
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.56,1.18,1.73,2.84,0.53,,7.37,10.83,17.13,8.81,4.57,6.57,0.1,2.27
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.55,1.21,1.6,2.83,0.52,,7.26,10.83,17.13,8.82,4.58,6.58,0.11,2.27
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.52,1.21,1.47,2.82,0.52,,7.08,10.83,17.13,8.82,4.59,6.58,0.16,2.27
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.51,1.2,1.42,2.81,0.52,,7.04,10.83,17.14,8.82,4.61,6.58,0.21,2.27
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.5,1.19,1.44,2.81,0.51,,7.05,10.83,17.14,8.82,4.62,6.58,0.24,2.27
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.5,1.19,1.45,2.8,0.51,,7.06,10.83,17.14,8.82,4.62,6.58,0.28,2.27
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.5,1.18,1.46,2.8,0.51,,7.06,10.84,17.14,8.82,4.63,6.58,0.31,2.27
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.51,1.19,1.46,2.83,0.51,,7.08,10.84,17.15,8.83,4.63,6.58,0.36,2.27
1.36,3.53,1.11,,,,4.25,8.34,,4.1,,1.51,1.21,1.47,2.85,0.5,,7.08,10.84,17.15,8.83,4.63,6.58,0.38,2.27
1.47,3.53,1.11,,,,4.25,8.34,,4.1,,1.51,1.21,1.47,2.84,0.5,,7.09,10.84,17.15,8.83,4.63,6.58,0.4,2.27
1.48,3.54,1.11,,,,4.25,8.34,,4.1,,1.52,1.2,1.46,2.83,0.5,,7.09,10.84,17.15,8.83,4.63,6.58,0.42,2.27
1.48,3.54,1.11,,,,4.26,8.34,,4.11,,1.52,1.18,1.46,2.82,0.5,,7.1,10.84,17.15,8.83,4.63,6.58,0.44,2.27
1.47,3.54,1.11,,,,4.26,8.34,,4.11,,1.52,1.18,1.46,2.81,0.49,,7.1,10.84,17.15,8.83,4.64,6.57,0.46,2.27
1.47,3.54,1.11,,,,4.26,8.34,,4.11,,1.52,1.2,1.46,2.81,0.49,,7.1,10.84,17.15,8.83,4.64,5.91,0.48,2.27
1.45,3.54,1.11,,,,4.26,8.34,,4.11,,1.53,1.22,1.49,2.81,0.49,,7.1,10.84,17.16,8.84,4.64,3.5,0.49,2.27
1.43,3.54,1.11,,,,4.26,8.34,,4.11,,1.53,1.22,1.52,2.83,0.48,,7.1,10.84,17.16,8.84,4.64,2.02,0.52,2.27
1.43,3.54,1.12,,,,4.27,8.34,,4.11,,1.53,1.21,1.53,2.85,0.48,,7.1,10.84,17.16,8.84,4.65,1.78,0.53,2.27
1.44,3.54,1.21,,,,4.27,8.34,,4.11,,1.53,1.25,1.53,2.84,0.48,,7.1,10.84,17.16,8.84,4.65,1.68,0.55,2.27
1.44,3.54,1.4,,,,4.27,8.34,,4.11,,1.54,1.52,1.53,2.83,0.48,,7.11,10.84,17.16,8.84,4.65,1.64,0.56,2.27
1.44,3.54,1.47,,,,4.27,8.34,,4.11,,1.54,1.65,1.53,2.82,0.48,,7.11,10.84,17.16,8.84,4.65,1.62,0.57,2.27
1.44,3.54,1.48,,,,4.27,8.34,,4.11,,1.54,1.64,1.54,2.82,0.48,,7.11,10.84,17.17,8.85,4.65,1.6,0.58,2.27
1.44,3.54,1.47,,,,4.27,8.34,,4.11,,1.54,1.62,1.54,2.81,0.47,,7.11,10.84,17.17,8.85,4.65,1.58,0.59,2.28
1.44,3.54,1.44,,,,4.27,8.34,,4.11,,1.55,1.61,1.54,2.81,0.47,,7.11,10.84,17.17,8.85,4.65,1.56,0.6,2.55
1.44,3.55,1.43,,,,4.27,8.34,,4.11,,1.55,1.6,1.54,2.83,0.47,,7.12,10.84,17.18,8.85,4.65,1.55,0.61,3.22
1.44,3.55,1.44,,,,4.27,8.34,,4.11,,1.55,1.59,1.54,2.85,0.47,,7.13,10.84,17.18,8.85,4.66,1.54,0.63,3.41
1.44,3.55,1.44,,,,4.27,8.34,,4.11,,1.55,1.58,1.54,2.85,0.46,,7.13,10.84,17.18,8.85,4.65,1.53,0.64,3.4
1.44,3.55,1.45,,,,4.27,8.34,,4.11,,1.55,1.57,1.53,2.84,0.46,,7.13,10.84,17.19,8.85,4.66,1.51,0.64,3.39
1.44,3.55,1.46,,,,4.27,8.34,,4.11,,1.56,1.56,1.53,2.83,0.46,,7.13,10.84,17.19,8.85,4.66,1.5,0.65,3.39
1.44,3.55,1.47,,,,4.27,8.34,,4.11,,1.56,1.55,1.53,2.82,0.46,,7.13,10.84,17.19,8.85,4.66,1.49,0.66,3.38
1.44,3.55,1.47,,,,4.27,8.39,,4.11,,1.56,1.56,1.54,2.82,0.46,,7.13,10.84,17.2,8.85,4.66,1.49,0.67,3.38
1.44,3.55,1.47,,,,4.27,9.78,,4.11,,1.56,1.58,1.53,2.81,0.46,,7.13,10.84,17.2,8.85,4.66,1.48,0.68,3.38
1.44,3.55,1.46,,,,4.27,12.78,,4.15,,1.56,1.6,1.53,2.82,0.45,,7.13,10.84,17.2,8.85,4.66,1.47,0.68,3.38
1.45,3.55,1.46,,,,4.27,13.4,,4.51,,1.56,1.59,1.53,2.85,0.45,,7.14,10.84,17.21,8.86,4.66,1.47,0.69,3.32
1.45,3.55,1.47,,,,4.27,13.35,,5.36,,1.57,1.58,1.53,2.86,0.45,,7.15,10.84,17.22,8.86,4.66,1.46,0.7,3.22
1.45,3.55,1.47,,,,4.27,13.3,,5.92,,1.67,1.57,1.53,2.84,0.45,,7.15,10.84,17.22,8.86,4.66,1.46,0.71,3.23
1.45,3.55,1.47,,,,4.27,13.28,,5.91,,2.56,1.57,1.53,2.83,0.45,,7.15,10.84,17.22,8.86,4.66,1.45,0.71,3.23
1.45,3.55,1.47,,,,4.27,13.28,,5.79,,4.25,1.6,1.53,2.83,0.45,,7.15,10.84,17.18,8.86,4.66,1.44,0.72,3.24
1.45,3.56,1.47,,,,4.27,13.13,,5.72,,4.99,1.59,1.53,2.82,0.45,,7.15,10.84,14.5,8.86,4.66,1.44,0.73,3.24
1.45,3.69,1.47,,,,4.27,12.62,,5.72,,5,1.58,1.54,2.82,0.44,,7.15,10.84,4.8,8.86,4.66,1.43,0.73,3.24
1.45,4.24,1.47,,,,4.27,12.34,,5.75,,4.39,1.57,1.54,2.82,0.44,,7.15,10.84,0.58,8.86,4.66,1.43,0.74,3.24
1.45,4.49,1.47,,,,4.27,12.41,,5.77,,4.34,1.57,1.54,2.84,0.44,,7.15,10.84,1.21,8.86,4.67,1.43,0.74,3.25
1.45,4.49,1.47,,,,4.27,12.42,,5.78,,4.38,1.59,1.53,2.86,0.44,,7.15,10.84,1.24,8.86,4.67,1.42,0.75,3.25
1.45,4.49,1.47,,,,4.27,12.42,,5.8,,4.43,1.59,1.53,2.85,0.44,,7.15,10.84,1.25,8.87,4.67,1.42,0.76,3.25
1.45,4.46,1.47,,,,4.27,12.43,,5.9,,4.48,1.58,1.53,2.84,0.44,,7.15,10.84,1.26,8.88,4.67,1.41,0.76,3.25
1.45,4.35,1.47,,,,4.27,12.43,,5.89,,4.61,1.57,1.53,2.83,0.44,,7.15,10.85,1.26,8.97,4.67,1.41,0.77,3.25
1.45,4.31,1.47,,,,4.27,12.43,,5.88,,4.73,1.6,1.54,2.83,0.44,,7.15,11.9,1.25,9.23,4.79,1.41,0.77,3.25
1.45,4.32,1.47,,,,4.27,12.43,,5.88,,4.72,1.6,1.54,2.82,0.43,,7.15,15.58,1.25,9.54,5.4,1.4,0.77,3.25
1.45,4.33,1.47,,,,4.27,12.43,,5.88,,4.69,1.59,1.53,2.82,0.43,,7.15,16.97,1.24,9.75,6.67,1.4,0.78,3.26
1.45,4.34,1.47,,,,4.27,12.44,,5.88,,4.68,1.58,1.54,2.84,0.43,,7.15,16.95,1.24,9.88,6.7,1.4,0.78,3.26
1.45,4.34,1.47,,,,4.27,12.44,,5.88,,4.66,1.57,1.54,2.86,0.43,,7.15,16.89,1.23,9.98,6.66,1.39,0.79,3.26
1.45,4.34,1.47,,,,4.27,12.44,,5.89,,4.63,1.57,1.54,2.85,,,7.16,16.79,1.22,10.05,6.56,1.39,0.79,3.26
1.45,4.35,1.47,,,,4.27,12.44,,5.89,,4.62,1.58,1.54,2.84,,,7.16,16.78,1.21,10.14,6.51,1.39,0.8,3.26
1.45,4.35,1.47,,,,4.27,12.45,,5.89,,4.63,1.59,1.54,2.83,,,7.17,16.77,1.21,10.17,6.51,1.38,0.8,3.26
1.45,4.35,1.47,,,,4.27,12.46,,5.89,,4.64,1.59,1.54,2.83,,,7.17,16.73,1.2,10.2,6.53,1.38,0.81,3.26
1.45,4.35,1.47,,,,4.27,12.48,,5.9,,4.65,1.59,1.54,2.83,,,7.17,16.39,1.19,10.22,6.55,1.38,0.81,3.26
1.45,4.36,1.47,,,,4.27,12.48,,5.9,,4.66,1.58,1.54,2.82,,,7.17,15.89,1.19,10.24,6.57,1.37,0.81,3.26
1.45,4.36,1.47,,,,4.27,12.48,,5.9,,4.66,1.58,1.54,2.83,,,7.17,15.76,1.18,10.25,6.57,1.37,0.82,3.26
1.45,4.36,1.47,,,,4.27,12.49,,5.9,,4.67,1.58,1.54,2.85,,,7.17,15.78,1.17,10.27,6.59,1.37,0.82,3.26
1.45,4.36,1.47,,,,4.28,12.49,,5.9,,4.67,1.61,1.54,2.86,,,7.17,15.85,1.16,10.28,6.63,1.37,0.82,3.26
1.45,4.36,1.48,,,,4.28,12.49,,5.91,,4.68,1.62,1.54,2.85,,,7.17,15.86,1.16,10.31,6.68,1.37,0.83,3.27
1.45,4.37,1.48,,,,4.28,12.49,,5.91,,4.68,1.61,1.54,2.84,,,7.17,15.86,1.15,10.32,6.7,1.36,0.83,3.27
1.45,4.37,1.48,,,,4.36,12.49,,5.91,,4.69,1.6,1.54,2.83,,,7.17,15.88,1.14,10.33,6.69,1.36,0.83,3.27
1.45,4.37,1.48,,,,5.15,12.49,,5.91,,4.69,1.59,1.54,2.83,,,7.17,15.92,1.14,10.34,6.67,1.36,0.83,3.27
1.45,4.37,1.48,,,,5.88,12.5,,5.91,,4.69,1.58,1.54,2.83,,,7.17,15.94,1.13,10.35,6.67,1.36,0.78,3.27
1.45,4.37,1.48,,,,5.92,12.5,,5.91,,4.7,1.62,1.54,2.83,,,7.17,15.94,1.13,10.36,6.67,1.35,0.46,3.27
1.45,4.37,1.48,,,,5.9,12.5,,5.91,,4.7,1.62,1.54,2.85,,,7.17,15.94,1.12,10.37,6.67,1.35,2.79,3.27
1.45,4.38,1.48,,,,5.89,12.5,,5.91,,4.7,1.61,1.54,2.86,,,7.17,15.94,1.12,10.38,6.67,1.35,3.29,3.27
1.45,4.38,1.48,,,,5.88,12.5,,5.91,,4.71,1.6,1.54,2.85,,,7.17,15.95,1.11,10.38,6.67,1.35,3.3,3.27
1.46,4.38,1.48,,,,5.86,12.5,,5.92,,4.71,1.59,1.54,2.84,,,7.17,15.95,1.1,10.4,6.67,1.35,3.28,3.27
1.46,4.38,1.48,,,,5.74,12.5,,5.92,,4.71,1.58,1.54,2.84,,,7.17,15.95,1.1,10.4,6.67,1.34,3.26,3.27
1.46,4.38,1.48,,,,5.57,12.5,,5.92,,4.72,1.59,1.54,2.83,,,7.17,15.95,1.09,10.41,6.67,1.34,3.24,3.27
1.46,4.38,1.48,,,,5.57,12.5,,5.92,,4.72,1.59,1.54,2.83,,,7.17,15.95,1.09,10.42,6.67,1.34,3.24,3.27
1.46,4.38,1.48,,,,5.58,12.5,,5.92,,4.72,1.58,1.54,2.82,,,7.17,15.95,1.08,10.42,6.67,1.34,3.24,3.28
1.46,4.39,1.48,,,,5.58,12.5,,5.92,,4.72,1.59,1.54,2.84,,,7.17,15.95,1.08,10.43,6.67,1.34,3.24,3.28
1.37,4.39,1.48,,,,5.58,12.51,,5.92,,4.73,1.62,1.54,2.86,,,7.17,15.95,1.07,10.44,6.67,1.34,3.24,3.28
0.8,4.39,1.48,,,,5.59,12.51,,5.92,,4.73,1.63,1.54,2.86,,,7.17,15.96,1.07,10.44,6.67,1.34,3.16,3.28
0.29,4.39,1.48,,,,5.6,12.51,,5.92,,4.73,1.61,1.54,2.85,,,7.49,15.96,1.06,10.45,6.67,1.33,2.63,3.28
0.18,4.39,1.48,,,,5.6,12.51,,5.92,,4.73,1.6,1.54,2.84,,,8.6,15.96,1.06,10.46,6.67,1.33,2.49,3.28
0.17,4.39,1.48,,,,5.6,12.51,,5.92,,4.73,1.59,1.54,2.84,,,9.02,15.96,1.05,10.46,6.67,1.33,2.48,3.28
0.16,4.39,1.48,,,,5.6,12.51,,5.92,,4.73,1.58,1.54,2.83,,,9,15.96,1.05,10.47,6.67,,2.48,3.29
0.15,4.4,1.48,,,,5.61,12.51,,5.92,,4.74,1.59,1.64,2.83,,,8.98,15.96,1.04,10.47,6.68,,2.5,3.29
